title,company,description,link,listedOn,email,phone,city,region,salary,runDate
Qualified Infants Teacher,New Shoots Children's Centres,Our newest centre tucked away in beautiful semi-rural Coatesville is growing. We are now looking for Qualified infants teacher.,https://www.seek.co.nz/job/75743711?type=standout&ref=search-standalone&origin=cardTitle#sol=4fc0f45b3184465704e4bf3a57bc38503205fa32,,recruitment@newshoots.co.nz,,Auckland Airport,Auckland,,2024-05-10
Midwife,Aidmax Recruiting,"The Fono are looking for a capable and enthusiastic Midwife, to join the new The Fono’s new Kahu Taurima team.",https://www.seek.co.nz/job/75742759?type=standout&ref=search-standalone&origin=cardTitle#sol=e2829ec3e62cb02af769cbc52f11f17fa1ea3e10,,scout@aidmax.co.nz,210 244 8929,Auckland Airport,Auckland,,2024-05-10
Research Project Developer,The University of Waikato,"Actively connect University Researchers to various sector partners and research investors, with a particular focus on Pillar II of Horizon Europe.",https://www.seek.co.nz/job/75743736?type=standout&ref=search-standalone&origin=cardTitle#sol=a9208406d9ccf2cc2a2de319ba13da379d210b9f,,simon.lovatt@waikato.ac.nz,,Auckland Airport,Auckland,,2024-05-10
"Kaiārahi Mahi-ā-Mātai | Professional Practice Adviser",Victoria University of Wellington,Be responsible for developing professional health psychology and training students to work as Psychologists in health fields.,https://www.seek.co.nz/job/75748368?type=standout&ref=search-standalone&origin=cardTitle#sol=8509603ba09b014f42805e10c88db77bcf453f3f,,annemarie.jutel@vuw.ac.nz,,Whenuapai,Auckland,"$160,000 – $180,000 per year",2024-05-10
Engineer - Mechanical,Winstone Pulp International,We are currently seeking an experienced and qualified Mechanical Engineer to join the WPI team at Karioi.,https://www.seek.co.nz/job/75741733?type=standard&ref=search-standalone&origin=cardTitle#sol=e80528ed2a8e4e4ee4aedcbb65e3347c366fefb5,,jobs@wpinz.com,,Whenuapai,Auckland,,2024-05-10
Social Worker in Schools,Presbyterian Support Northern,Use your Social Worker expertise to make a difference in the lives of our tamariki. Many benefits including paid annual practising certificate.,https://www.seek.co.nz/job/75746002?type=standout&ref=search-standalone&origin=cardTitle#sol=d584033e613ea987d06b4115b51a0fb978d670a8,,Recruitment@psn.org.nz,,Whenuapai,Auckland,,2024-05-10
Senior Business Analyst,Waka Kotahi - NZ Transport Agency,"Transform the way New Zealanders travel on public transport, on any mode, anywhere in the country, using card or smart devices.",https://www.seek.co.nz/job/75750975?type=standout&ref=search-standalone&origin=cardTitle#sol=a844d2482edc747b94587e001d805b7099c71058,,careers@nzta.govt.nz,,Whenuapai,Auckland,,2024-05-10
Early Childhood Reliever - Auckland,Randstad - Education,We are seeking qualified and registered ECE teachers who are looking for flexible work for multiple centres across Central Auckland,https://www.seek.co.nz/job/75747817?type=standard&ref=search-standalone&origin=cardTitle#sol=d550c9d108f3c963a7f8e6c0d2193b9e18c3cbd1,,rachael.amour@randstad.co.nz,,Whenuapai,Auckland,,2024-05-10
Medical Practitioner in the General Training Program,SA Health - Central Adelaide Local Health Network,"If you're eager to contribute your expertise in South Australia, you're in the right place!",https://www.seek.co.nz/job/75739082?type=standout&ref=search-standalone&origin=cardTitle#sol=888978148eacc629b8260d415b26f57e92818d0e,,Layla.Dungey@sa.gov.au,,Whenuapai,Auckland,,2024-05-10
Early Childhood Reliever - Central Auckland,Randstad - Education,We are seeking qualified and registered ECE teachers who are looking for flexible work for multiple centres across Central Auckland,https://www.seek.co.nz/job/75747641?type=standard&ref=search-standalone&origin=cardTitle#sol=9a26b2eb33f84348c47ee119591e4ab029b42fbc,,rachael.amour@randstad.co.nz,,Whenuapai,Auckland,,2024-05-10
Platform / DevOps Engineer,Digital Garage,"Lead critical platform management for a global online proofing leader. Drive reliability, security, and scalability in a dynamic environment.",https://www.seek.co.nz/job/75747836?type=standout&ref=search-standalone&origin=cardTitle#sol=096382529ebfb78d542c3363c47c678801e28aae,,henry@digitalgarage.co.nz,0274991187,Whenuapai,Auckland,,2024-05-10
Early Childhood Reliever - South & East Auckland,Randstad - Education,We are seeking qualified and registered ECE teachers who are looking for flexible work for multiple centres across Southern and Eastern Auckland,https://www.seek.co.nz/job/75747947?type=standard&ref=search-standalone&origin=cardTitle#sol=03c7995d9ddbdc09b03a95a90742d110599fb272,,rachael.amour@randstad.co.nz,,Whenuapai,Auckland,,2024-05-10
"Occupational Therapist | Kaiwhakaora Ngangahau",APM Workcare,Join our passionate team in Blenheim & discover a work/life balance tailored to you!,https://www.seek.co.nz/job/75750600?type=promoted&ref=search-standalone&origin=cardTitle#sol=f39abf78e855840853a8d90dc2df64f031aee04c,,luke.serfontein@apmworkcare.co.nz,022 416 2263,Wellington Central,Wellington,"$120,000 – $160,000 per year",2024-05-10
Product Development Engineer - Senior Level,Team Orange Limited,"A fantastic opportunity for an engineer looking to take the next step in their career, CBD location, competitive $$$$, Interesting work",https://www.seek.co.nz/job/75740450?type=standard&ref=search-standalone&origin=cardTitle#sol=31cfbe13bae41365c32d4dee1df54412c263c6b1,,,027 200 4612,Wellington Central,Wellington,,2024-05-10
Quantity Surveyor,Assemble,Grow and develop in an exciting role alongside industry professionals in a well respected consultancy,https://www.seek.co.nz/job/75746852?type=standout&ref=search-standalone&origin=cardTitle#sol=6cc2e8d20194cce9d9661ba19e82b2345d995824,,,027 274 5586,Wellington Central,Wellington,,2024-05-10
General Instructor Painting - Hawkes Bay Regional Prison,Department of Corrections,"Help to make a positive difference in the lives of the men at HBRP and to contribute to their future, the future of their whanau, and the communities.",https://www.seek.co.nz/job/75737578?type=standout&ref=search-standalone&origin=cardTitle#sol=25395211de2b0d302a4051b57175e54caa91d6d1,,careers@corrections.govt.nz,,Wellington Central,Wellington,,2024-05-10
"Clinical Manager - New Care Home | Kerikeri - relocation support available",Metlifecare,Exciting Opportunity for an experienced Nurse Leader to join our and set up our brand-new Care Home,https://www.seek.co.nz/job/75752607?type=standout&ref=search-standalone&origin=cardTitle#sol=8cb54f6d64a4635bca6542aa8638cc1c9c2d9d70,,,027 236 5040,Wellington Central,Wellington,,2024-05-10
Assistant Manager Psychological Services - Auckland Prison,Department of Corrections,"Elevate your career as Assistant Manager of Psychological Services. Lead a dynamic team, impact lives, and foster a safer community.",https://www.seek.co.nz/job/75744872?type=promoted&ref=search-standalone&origin=cardTitle#sol=c2b90beb2d4d1bbd4278f5405b634d1f97906108,,careers@corrections.govt.nz,,Auckland CBD,Auckland,"$125,985 - $146,297.",2024-05-10
Psychologist - Auckland Region,Department of Corrections,"Join a dynamic team of psychologists across the Auckland region, where you'll have the opportunity to make a profound impact.",https://www.seek.co.nz/job/75749975?type=standout&ref=search-standalone&origin=cardTitle#sol=fc1a4f0ee3b48c6ad7834680c975df7fc35b2bab,,careers@corrections.govt.nz,,Auckland CBD,Auckland,"CHCH Based - a city with more space, less stress!",2024-05-10
Psychologist,Ministry of Education,Play a critical role in promoting social inclusion and supporting the learning needs of children and young people.,https://www.seek.co.nz/job/75739115?type=standout&ref=search-standalone&origin=cardTitle#sol=66529c9578b86cdddf075206384e0240be59c2c4,,Pennie.Muldoon@education.govt.nz,,Auckland CBD,Auckland,"Flexible, Hybrid & WFH Options",2024-05-10
Qualified Arborist / Vegetation Person,Ventia,Join our Hawkes Bay electrical team as a Qualifies Arborist or Transmission Line Vegetation Worker based in Hastings!,https://www.seek.co.nz/job/75741314?type=standout&ref=search-standalone&origin=cardTitle#sol=8fab8bd919e3f93c7cdd772436261f7654fdbbdc,,myrrh.belmi@skoutsolutions.com,,Auckland CBD,Auckland,"$80,000 to $120,000 + healthcare + kiwi saver",2024-05-10
Senior Landscape Architect,Brannigans Consulting Limited,Choose a lifestyle upgrade with less traffic and more time for what matters!,https://www.seek.co.nz/job/75749014?type=standout&ref=search-standalone&origin=cardTitle#sol=bec1178f1473816fd7c2f432dfde1b55fc9d3840,,,027 458 5554,Auckland CBD,Auckland,Negotiable based on experience,2024-05-10
Security Software Engineer,Fujitsu Australia Limited,"Maintain, monitor & improve codebases & systems & peer review code changes. Develop, design & implement new software projects & systems as needed.",https://www.seek.co.nz/job/75749240?type=standout&ref=search-standalone&origin=cardTitle#sol=ecc37f5e2728e4505dd766c7744ab6f3d4632f32,,Oceania.Purpose@fujitsu.com,,Auckland CBD,Auckland,,2024-05-10
Veterinarian - Glenfield,Animates Vetcare,"We take wellness and work-life balance seriously, and offer many benefits to help look after you and your loved ones.",https://www.seek.co.nz/job/75750744?type=standout&ref=search-standalone&origin=cardTitle#sol=e2fee740a343f085064e9fd99a67bbd635ed4348,,,021 160 4857,Auckland CBD,Auckland,,2024-05-10
"Clinical Manager - New Care Home | Kerikeri",Metlifecare,Exciting Opportunity for an experienced Nurse Leader to join our brand-new Care Home at Oakridge Villas,https://www.seek.co.nz/job/75741080?type=standout&ref=search-standalone&origin=cardTitle#sol=2ebd2aa32884db25c3a0073bf4832ed4bcf8514c,,,027 236 5040,Auckland CBD,Auckland,,2024-05-10
Associate/Senior Associate - Body Corporate Litigation,Fluid Legal,A rare opportunity for a senior lawyer keen to further hone in on their experience within the commercia litigation and body corporate realm.,https://www.seek.co.nz/job/75751681?type=standout&ref=search-standalone&origin=cardTitle#sol=b81d879d0f7fb319eae17dac09f49f75fa1368be,,marli@fluidrecruitment.co.nz,021 230 6173,Auckland CBD,Auckland,,2024-05-10
Relocate to Australia from New Zealand - Registered Nurses,Estia Health,Have you ever considered relocating to Australia? Develop your nursing career whilst experiencing a new culture and the richness that is Australia?,https://www.seek.co.nz/job/75742493?type=standout&ref=search-standalone&origin=cardTitle#sol=ab6ba1f9cf48f4c57f3b8f5e4cc066b5e398521e,,katrina.maurer@estiahealth.com.au,,Auckland CBD,Auckland,,2024-05-10
Civil Designer,Archway Recruitment,"Civil Designer to work on Civil Design across new build commercial and industrial buildings. Great salary, projects, culture and career development.",https://www.seek.co.nz/job/75740775?type=standout&ref=search-standalone&origin=cardTitle#sol=2033535e5efbd5d9d7b03783bd34ebe37f0095e2,,paige@archwayrecruitment.com,,Auckland CBD,Auckland,,2024-05-10
Relationship Property - Senior Associate,Fluid Legal,Seeking a Relationship Property specialist for a long-standing Christchurch firm that lives and breathes a healthy work-life balance.,https://www.seek.co.nz/job/75752735?type=standout&ref=search-standalone&origin=cardTitle#sol=78b6b64a30e4977351eb947ac25fea58fa89f355,,alex@fluidrecruitment.co.nz,,Auckland CBD,Auckland,,2024-05-10
Project Manager - Design Delivery,Health New Zealand – Te Whatu Ora – Waitaha Canterbury,Health NZ is a leading organisation dedicated to delivering innovative healthcare solutions and improving community health.,https://www.seek.co.nz/job/75744966?type=standout&ref=search-standalone&origin=cardTitle#sol=a77e3cb8659b824a851e39f84103397ad0397e73,,kerri.mccarthy2@cdhb.health.nz,,Auckland CBD,Auckland,,2024-05-10
General Practice - Intermediate/Senior Solicitor,Fluid Legal,A superb opportunity for an intermediate/senior solicitor who wants genuine variety in their day to day.,https://www.seek.co.nz/job/75750297?type=standout&ref=search-standalone&origin=cardTitle#sol=7db276a5d6ba8c6ab899326d8788b6ce957bb156,,marli@fluidrecruitment.co.nz,021 230 6173,Auckland CBD,Auckland,,2024-05-10
Junior Project Manager,Mike Greer Homes,Is it time to see where a construction career can lead? we have an entry level residential construction Junior Project Manager role ready for you.,https://www.seek.co.nz/job/75750866?type=promoted&ref=search-standalone&origin=cardTitle#sol=023629eeb323540d44e3f97ab312adf94351d0d7,,phughes@mikegreerhomes.co.nz,,Stratford,Taranaki,$110k-$125k + vehicle dependant on experience,2024-05-10
Working Foreman/Supervisor - Civil Construction,Stellar Recruitment,Join a supportive and hardworking team on earthworks projects across Auckland,https://www.seek.co.nz/job/75740669?type=standout&ref=search-standalone&origin=cardTitle#sol=c9f593a4f2d3246bc6d31e4b66d1a17da436a56d,,Manisha.p@stellarrecruitment.co.nz,,Stratford,Taranaki,$44 – $51 per hour,2024-05-10
Midwife - Australia,Talent Quarter Pty Ltd,Midwife Wangaratta,https://www.seek.co.nz/job/75742304?type=standout&ref=search-standalone&origin=cardTitle#sol=a86bf67d98c4d85d8a8fcc11ae472e9d1461a700,,sarah.lewis@talentquarter.com,105870.0240,Stratford,Taranaki,$30 - $40,2024-05-10
Theatre Nurse/PACU Nurse,Flexa Recruitment Limited,"Permanent role, Generous salary. Apply NOW!",https://www.seek.co.nz/job/75740666?type=standard&ref=search-standalone&origin=cardTitle#sol=0f4552283c1ff68a44148a5f50b69efb51d6c2f6,,dee@flexa.co.nz,,Stratford,Taranaki,base salary + employer kiwisaver,2024-05-10
Maintenance Fitter Tokoroa,Pedersen Group,Pedersen Kinleith Limited is seeking to employ a suitable experienced and qualified Maintenance Fitter.,https://www.seek.co.nz/job/75739361?type=standard&ref=search-standalone&origin=cardTitle#sol=c387395e4f438f62b95d0d55d11ce74931d35868,,,0278256676,Stratford,Taranaki,,2024-05-10
Senior Application Developer,NZ Post,Join our Software Engineering team and apply your .net and PostgreSQL skills within a large complex organisation focused on delivering what kiwis care,https://www.seek.co.nz/job/75750582?type=standout&ref=search-standalone&origin=cardTitle#sol=9a88747428b939c53ef1685be7a42e0495df2fa6,,gemma.corbett@nzpost.co.nz,027 372 4705,Stratford,Taranaki,,2024-05-10
Electrical Maintenance Engineer,Technical Recruitment Solutions,Your electrical expertise are needed to ensure the smooth running of this FMCG manufacturing facility in the Manawatu.,https://www.seek.co.nz/job/75750937?type=standout&ref=search-standalone&origin=cardTitle#sol=95c4540205a3417219972af2c3692e07149a1a95,,olivia@trs.co.nz,,Stratford,Taranaki,,2024-05-10
"Civil & Commercial Litigation Lawyer | 2-6 years PQE",CoLegal,Interesting and varied dispute matters in a social team. Learn from industry bests.,https://www.seek.co.nz/job/75747335?type=standout&ref=search-standalone&origin=cardTitle#sol=e13b32b4242b9bce9b89cafc36b01475202fca8c,,bob@colegal.co.nz,027 274 5926,Stratford,Taranaki,,2024-05-10
Locum/Contractor Nurse,Access Community Health,Step up and use your expertise to empower and support our tāngata/ clients. Help them to live independently with dignity,https://www.seek.co.nz/job/75740590?type=standout&ref=search-standalone&origin=cardTitle#sol=a8a42110d39e12b76fd7880e95730ce3f13c4dda,,paul.huston@access.org.nz,,Stratford,Taranaki,,2024-05-10
Registered Nurse - Kaitaia,Royal New Zealand Plunket Trust,"Use your work day to improve your community's wellbeing, one baby and family at a time",https://www.seek.co.nz/job/75740607?type=standout&ref=search-standalone&origin=cardTitle#sol=f219e371036ac505ce673e9f2dd3f2e732b7afd4,,maryann.mckinley@plunket.org.nz,,Stratford,Taranaki,,2024-05-10
Senior Associate - Banking & Finance Lawyer,CoLegal,Join a renowned Wellington Banking & Finance team as a Senior Associate. Work on market-leading deals in a supportive and collaborative environment.,https://www.seek.co.nz/job/75745207?type=standout&ref=search-standalone&origin=cardTitle#sol=e5020909d9d3bf271fac50a46e2be125799fbfbe,,jenny@colegal.co.nz,027 874 0993,Stratford,Taranaki,,2024-05-10
