title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms,jobType,fullDescription,jobClassification
Senior Sales Development Manager,Ecolab Pty Ltd,Spearhead the growth and market expansion our Bird Management client solutions.,https://www.seek.co.nz/job/75742245?type=standout&ref=search-standalone&origin=cardTitle#sol=f22fb6aee30f71145835a63ff04fb26a686ae682,,,,Stratford,Taranaki,,10/05/2024,,,,
Project Manager,Dunes Consulting,Join the Justice League of Bridges here in NZ,https://www.seek.co.nz/job/75746914?type=standout&ref=search-standalone&origin=cardTitle#sol=45e4d8c5acac49d6c7784d1aab8c0ce2002893d9,,Israel@Dunesconsulting.co.nz,027 289 4017,Stratford,Taranaki,,10/05/2024,,,,
Test Analyst - Capital Markets,FNZ Services (NZ) Limited,Are you an experienced Test Analyst looking for a new challenge? This could be the perfect role to help grow your career!,https://www.seek.co.nz/job/75745795?type=standout&ref=search-standalone&origin=cardTitle#sol=54f040d49e5e2f1d44cfc4d0b9bb42798510a330,,,,Stratford,Taranaki,,10/05/2024,,,,
Administration and Logistics Manager,Taranaki Regional Council,"We are looking for a passionate, committed and innovative Administration and Logistics Manager to join our team.",https://www.seek.co.nz/job/75748456?type=promoted&ref=search-standalone&origin=cardTitle#sol=f61cb239123ff93ea6f14b26e6bb70b12af92350,,,,Stratford,Taranaki,"$100,000 ????? $150,000 per year",10/05/2024,,,,
Estimator Civil Construction,PCL Contracting Ltd,"PCL Contracting Ltd is a privately owned civil contracting business based in Pauatahanui, Porirua. An exciting new opportunity awaits!",https://www.seek.co.nz/job/75746733?type=promoted&ref=search-standalone&origin=cardTitle#sol=76a3fc7fdc285b1bbe226b5d07c0ea768ff705ba,,,,Stratford,Taranaki,"$80,000 ????? $100,000 per year plus KS",10/05/2024,,,,
Business Services Senior Accountant,KG Recruitment Ltd,This successful CA firm has had solid growth as they practice what they advise to some very interesting SME clients.,https://www.seek.co.nz/job/75741898?type=standout&ref=search-standalone&origin=cardTitle#sol=01ae08113bec5ce8bda5a14746b76fe7791d9420,,kathy@kgrecruitment.co.nz,,Stratford,Taranaki,$55 ????? $80 per hour,10/05/2024,,,,
"Counsellor, group facilitator, play therapist, social worker",Abuse Prevention Services,Come and joined a skilled and passionate team dedicated to addressing family violence with a whole whanau approach.,https://www.seek.co.nz/job/75750719?type=standard&ref=search-standalone&origin=cardTitle#sol=e0aadd2dbfce646568cc99a2864bf0f4f963eec7,,suzanne.s@abuseprevention.org.nz,,Stratford,Taranaki,Salary plus 4% KiwiSaver,10/05/2024,,,,
Senior Business Analyst - PCI DSS,IAG NZ Ltd,"Lead PCI DSS compliance for IAG, safeguarding customer data with precision and clarity. Join us in ensuring regulatory alignment.",https://www.seek.co.nz/job/75743974?type=standout&ref=search-standalone&origin=cardTitle#sol=44a2a5b9b01aa85e6d7da0475c1b8d0fabf81c51,,,,Stratford,Taranaki,base plus KiwiSaver and benefits,10/05/2024,,,,
Data Insights Analyst,Meridian,"Provide high quality data, modelling, reports and insights. Open to someone junior or experienced. Power BI, Dax, SQL or similar. Wlg or ChCh based",https://www.seek.co.nz/job/75751165?type=standout&ref=search-standalone&origin=cardTitle#sol=53792a0093b919958489188c99f7e9ecc26ebcf2,,,,Stratford,Taranaki,"Salary, bonus, benefits, & extras",10/05/2024,,,,
Production Planner Coordinator,Waimea Group NZ Ltd,Waimea Group NZ Ltd https://www.waimea.co.nz/ is based in the stunning Nelson region surrounded by some of NZ's greatest outdoors,https://www.seek.co.nz/job/75744734?type=standard&ref=search-standalone&origin=cardTitle#sol=6e3f6b99b1c01602026fc472f8dd0d987208d94c,,,,Stratford,Taranaki,#NAME?,10/05/2024,,,,
Branch Manager - Hastings,Property Brokers,"Ready to lead a dynamic team to real estate triumph? Join Property Brokers, New Zealand's premier agency! Apply now!",https://www.seek.co.nz/job/75740589?type=standout&ref=search-standalone&origin=cardTitle#sol=e21704960c15b0cf8f0d915b30206e6e0c0f7b32,,,,Stratford,Taranaki,NZD 150000 - 170000 per annum,10/05/2024,,,,
Projects Coordinator,Technical Recruitment Solutions,"Support the scoping, planning, scheduling, finance, control & reporting of project delivery. Advanced Excel and proven project coordination required.",https://www.seek.co.nz/job/75740440?type=standout&ref=search-standalone&origin=cardTitle#sol=1f15d4c5db110281754790d075eb9d8bd544ae2c,,andrew@trs.co.nz,,Stratford,Taranaki,"$100,000 ????? $120,000 per year + WFH",10/05/2024,,,,
SharePoint Developer,Government Communications Security Bureau,If you want work that you know makes an active difference to New Zealand and its people. This could be the role for you!,https://www.seek.co.nz/job/75748738?type=standout&ref=search-standalone&origin=cardTitle#sol=701ea2858569f0bc88176d5e81d5f536314e1d56,,,,Stratford,Taranaki,$110 - $115 p.h.,10/05/2024,,,,
"Kai??rahi Whakaaturanga Toi | Exhibitions Manager (Toi)",Wellington Museums Trust,"Working together with and for Wellington to create remarkable experiences that generate vitality, strengthening the city we love.",https://www.seek.co.nz/job/75740292?type=standout&ref=search-standalone&origin=cardTitle#sol=21ba7cc4a38e40eee7cc4dddf708ce75281d0014,,hr@experiencewellington.org.nz,,Stratford,Taranaki,"$68,000 ????? $94,000 per year",10/05/2024,,,,
Quantity Surveyor,Franklin Smith,Join this high-performing team and take the lead on a confirmed $70mil Apartment project on the outskirts of Auckland CBD.,https://www.seek.co.nz/job/75743984?type=standard&ref=search-standalone&origin=cardTitle#sol=5f55352aad6172a336f6d75d3d4c4a5d7cf3198e,,tom@franklinsmithgroup.co.nz,,Stratford,Taranaki,$32 ????? $42 per hour,10/05/2024,,,,
Senior Communications Advisor,Energy Efficiency & Conservation Authority,An exciting fixed-term opportunity to join EECA's communications and content team.,https://www.seek.co.nz/job/75745367?type=standout&ref=search-standalone&origin=cardTitle#sol=473cbf08ab503bbade2aced7ee287ddf6cb35ccb,,careers@eeca.govt.nz,,Stratford,Taranaki,,10/05/2024,,,,
Senior Finance Business Partner,SBS Bank,This role provides leadership and direction in the financial planning and management of the bank's strategies and driving strategic decision making.,https://www.seek.co.nz/job/75740427?type=standout&ref=search-standalone&origin=cardTitle#sol=8bec976f4c589c4400c4537777ce5ac5f0132968,,,,Stratford,Taranaki,,10/05/2024,,,,
IT and Web Development Manager,Forte Recruitment Ltd,An exciting opportunity to deliver innovative digital modernisation projects for a non-profit organisation. Bring your LAMP-stack experience.,https://www.seek.co.nz/job/75750724?type=standout&ref=search-standalone&origin=cardTitle#sol=4d565313f19f93a754b53a750afd6235fa6cc0c3,,Matt@forterecruitment.co.nz,,Stratford,Taranaki,,10/05/2024,,,,
ECE Assistant Centre Manager - Alten Road,The University of Auckland,"Lead with warmth and passion in our multicultural, beautiful and resource-rich centre. Champion Te Wh??riki and respectful care practices. Apply now!",https://www.seek.co.nz/job/75746891?type=standout&ref=search-standalone&origin=cardTitle#sol=f9ec513d794aeeb39ba11f6f50b41cca5883c697,,,,Stratford,Taranaki,,10/05/2024,,,,
Technical Business Analyst - Contract,Randstad Digital,"Hi All, I'm currently recruiting for this position. Please click on the job title below to view the Job Description and apply to it!",https://www.seek.co.nz/job/75750550?type=standard&ref=search-standalone&origin=cardTitle#sol=3afa80622027d53c57d80ce69d8b4b6f038d7cdd,,,,Stratford,Taranaki,,10/05/2024,,,,
NZ Registered Social Worker,Refugees as Survivors NZ,RASNZ is offering a unique opportunity for a social worker to work at the heart of New Zealand?????s refugee sector in our Clinical Mobile Community Team.,https://www.seek.co.nz/job/75748936?type=standard&ref=search-standalone&origin=cardTitle#sol=0877e17a0dda56f6acdc49457e291cf7cd0d9264,,,,Stratford,Taranaki,,10/05/2024,,,,
Senior Team Leader/Operator,Dreadnought Civil Ltd,With our regional expansion in full forward motion there will be opportunities to join our expanding network if that is also of interest to you.,https://www.seek.co.nz/job/75740948?type=standard&ref=search-standalone&origin=cardTitle#sol=ca36d0dccf0ee0b9d063fc94a9edf4dd0b251740,,,,Stratford,Taranaki,,10/05/2024,,,,
Deputy Chief Executive - Corporate Services,Ministry of Transport,"Senior leadership role of the Ministry, delivering the Group?????s strategy and functions and empowering people leadership.",https://www.seek.co.nz/job/75747540?type=standout&ref=search-standalone&origin=cardTitle#sol=678c0484b27fd6b3e258a2332182d2cd426244a6,,r.bakker@transport.govt.nz,022 014 5419,Stratford,Taranaki,,10/05/2024,,,,
Consultant - Assisted Technology,Taska360,We are seeking a Consultant - Assisted Technology to join our client's team within their digital channels workstream.,https://www.seek.co.nz/job/75744542?type=standout&ref=search-standalone&origin=cardTitle#sol=3ce736e446b30ba4bfd77922d7f0adbeee2ab481,,lyaz.dmello@taska.co.nz,,Stratford,Taranaki,,10/05/2024,01/08/2024,,,
Foreperson ????? Structures,Tauranga City Council,Lead a ground crew that is focused on maintaining structures & assets across Tauranga. You will be responsible for the day-to-day management operators,https://www.seek.co.nz/job/75747766?type=standout&ref=search-standalone&origin=cardTitle#sol=f9337c0df8775ab7736054e7daa8c1eaebd1bc17,,cara.hunt@tauranga.govt.nz,0272024681,Stratford,Taranaki,,10/05/2024,,,,
Administration and Logistics Manager,Taranaki Regional Council,"We are looking for a passionate, committed and innovative Administration and Logistics Manager to join our team.",https://www.seek.co.nz/job/75748443?type=promoted&ref=search-standalone&origin=cardTitle#sol=5d5c7af909168c65e43c3d5275d78b818a89da0c,,,,Stratford,Taranaki,No,10/05/2024,,,,
Auto electrician,"maui, Britz, mighty",We have an amazing opportunity for a qualified auto-electrician to join our busy RV Super Centre crew in South Auckland.,https://www.seek.co.nz/job/75750185?type=promoted&ref=search-standalone&origin=cardTitle#sol=2804e63b99e98598ddd89ce51cf7385fe12fcf2f,,,,Stratford,Taranaki,Attractive Base Salary + Super + Performance Bonus,10/05/2024,,,,
Software Engineer - Backend,Crown Equipment Limited,Develop the APIs used to deploy automated forklifts into the field!,https://www.seek.co.nz/job/75752957?type=standout&ref=search-standalone&origin=cardTitle#sol=f585b8342bfb34f0a32b97bddf555b83a6c3b13c,,,3903672267,Stratford,Taranaki,"$72,000 ????? $80,000 per year",10/05/2024,,,,
Restaurant Manager - Relocate to Australia,Grill'd Healthy Burgers,We?????re actively seeking experienced Managers to relocate to our restaurants across Australia.,https://www.seek.co.nz/job/75742057?type=standout&ref=search-standalone&origin=cardTitle#sol=4182ea826a82d9d0e752e52e28c17aa990d6ccdf,,,,Stratford,Taranaki,"$73,885 ????? $92,356 pro rata per annum",10/05/2024,,,,
Site Security Specialist,Transpower,"Bring your communication skills and expertise in the physical access and security domain, to our unique context and setting!",https://www.seek.co.nz/job/75760818?type=standout&ref=search-standalone&origin=cardTitle#sol=8d1bd0d221fd21fe6dfbb49acdf135b0bdc1b1b0,,,,Stratford,Taranaki,Up to $140k I Car I Performance Bonuses (AUD),10/05/2024,,,,
DAIRY FARM SENIOR ASSISANT,Medley Partners,As an Experienced senior farm assistant you will have an excellent work ethic and must be responsible for getting work done efficiently.,https://www.seek.co.nz/job/75748528?type=standard&ref=search-standalone&origin=cardTitle#sol=abe240ea55b608633cfde34253e8a98d9e5661bb,,,,Stratford,Taranaki,Good $$ - Based on experience,10/05/2024,,,,
International Business Development Manager,"Wintec | Te P??kenga","If you enjoy the challenge of new ideas, the satisfaction of a job well done you'll love working at Wintec|Te P??kenga and we'd love to hear from you!",https://www.seek.co.nz/job/75740564?type=standout&ref=search-standalone&origin=cardTitle#sol=cce6405cd6a25460bfa768c739597b884b29e9ba,,,,Stratford,Taranaki,"$62,000 ????? $85,000 per year",10/05/2024,,,,
Reintegration Practice Lead,The Salvation Army NZ,Provide short term housing and other support for people reintegrating into the community following their release from prison.,https://www.seek.co.nz/job/75748115?type=standout&ref=search-standalone&origin=cardTitle#sol=dcf4c18315d34c12556d97f55da5c121a58d6545,,,,Stratford,Taranaki,Salary negotiable based on experience,10/05/2024,,,,
Procurement Advisor/Senior Procurement Advisor,Te Papa Museum,"We are looking for the right person to bring fresh ideas, as well as an open, flexible approach, and a strong drive for delivering excellent service.",https://www.seek.co.nz/job/75750666?type=standout&ref=search-standalone&origin=cardTitle#sol=4524bf7379f72ff95325b66a920df51017de898d,,Peter.Corley@TePapa.govt.nz,,Stratford,Taranaki,"NZD 38 - 42 per hour, GENEROUS WAGE",10/05/2024,,,,
Consultant - Workflow and Operations,Taska360,We are seeking a Consultant - Workflow and Operations to join our client's team within a digital change project,https://www.seek.co.nz/job/75744711?type=standout&ref=search-standalone&origin=cardTitle#sol=48b9bbc5858f942e7a74cb83dc9949334ad2b78b,,lyaz.dmello@taska.co.nz,,Stratford,Taranaki,$30 per hour - Per class rate varies,10/05/2024,01/08/2024,,,
Mental Health Clinician,WellSouth Primary Health Network,"The person in this position will improve health outcomes for individuals, families/whanau and identified communities.",https://www.seek.co.nz/job/75742282?type=standout&ref=search-standalone&origin=cardTitle#sol=a5c9c95bb6b47b8c933bd204ae14993d39b31871,,,,Stratford,Taranaki,,10/05/2024,,,,
Regional Sales Manager I Mining & Industrial,Bellcore,Take the next step in your sales career today I Reputable global organisation with existing presence in NZ I Attractive package,https://www.seek.co.nz/job/75741686?type=standout&ref=search-standalone&origin=cardTitle#sol=73287d194508f8ee9b0a4681cf85d111b480928a,,,,Stratford,Taranaki,,10/05/2024,,,,
Roofer,KINGS RECRUITMENT LTD,Roofers needed for Auckland roofing company to join a growing team. Utilise your exp & develop your skills. At least 3-5 years????? experience is ideal.,https://www.seek.co.nz/job/75750224?type=standout&ref=search-standalone&origin=cardTitle#sol=f9d53865a29c4c20e848b9693e64b7b5d66a5ecd,,amanda@kingsrecruitment.co.nz,,Stratford,Taranaki,,10/05/2024,,,,
Engineering Manager,Kawerau District Council,As a result of an internal promotion the Kawerau District Council now has a vacancy for an Engineering Manager.,https://www.seek.co.nz/job/75740681?type=standard&ref=search-standalone&origin=cardTitle#sol=e466341a5c307ed760233bc68ecd8769ab059ed7,,vacancy@kaweraudc.govt.nz,,Stratford,Taranaki,,10/05/2024,,,,
